gene,tb_mean,healthy_mean,log2_fold_change,p_value,adjusted_p_value,significant
ENSG00000255032,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000232183,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272439,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266099,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266097,0.16309568402005115,0.13745558831553478,0.025640095704516364,0.12519320141938153,0.272297492696848,False
ENSG00000267061,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272428,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000236761,0.1482696409347914,0.12389246436990022,0.024377176564891176,0.13182436815014803,0.272297492696848,False
ENSG00000254971,0.6003428279010268,0.6498915930470162,-0.04954876514598938,0.12579542982752806,0.272297492696848,False
ENSG00000258416,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000236822,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272406,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000232130,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258419,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000043093,2.390646474049025,2.3572531544100555,0.03339331963896974,0.13940908306551844,0.272297492696848,False
ENSG00000236387,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231654,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254540,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258992,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254040,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237987,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254024,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231143,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254021,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254020,0.16142415036941155,0.19792832055590953,-0.036504170186497986,0.12555808098698576,0.272297492696848,False
ENSG00000273515,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237950,0.9087357968239759,0.9374077422069629,-0.028671945382987007,0.1300686659661667,0.272297492696848,False
ENSG00000231132,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000259023,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273532,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254000,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253992,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238019,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265744,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000267287,0.7709266824202435,0.8161778453826797,-0.04525116296243614,0.13560442454490404,0.272297492696848,False
ENSG00000259037,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238004,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237949,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237947,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254043,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237863,0.16624910707095364,0.20141509656715237,-0.03516598949619873,0.13603564415793026,0.272297492696848,False
ENSG00000237874,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258969,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254113,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000064692,0.7814906013902696,0.7218913538287023,0.059599247561567315,0.15037779098335086,0.272297492696848,False
ENSG00000070081,2.076726498589428,2.0542190149494384,0.022507483639989445,0.12870416084560923,0.272297492696848,False
ENSG00000267262,0.5792160901338028,0.6335295061132555,-0.05431341597945272,0.13609038710889157,0.272297492696848,False
ENSG00000258975,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237914,0.72300384990424,0.7679099398201316,-0.04490608991589151,0.1520056941183922,0.272297492696848,False
ENSG00000254089,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000064726,2.544330514208929,2.5628515136922196,-0.018520999483290446,0.13837157461125643,0.272297492696848,False
ENSG00000258985,1.2323584290581517,1.2502672921080666,-0.017908863049914903,0.12390563458990697,0.272297492696848,False
ENSG00000267263,0.9357481852169518,0.8940650349720138,0.04168315024493796,0.1306903948241757,0.272297492696848,False
ENSG00000237937,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254083,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254050,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231156,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231154,1.2752417441307489,1.2939594995373704,-0.018717755406621572,0.13635247432127523,0.272297492696848,False
ENSG00000265768,0.2014926698979884,0.24258393296233832,-0.04109126306434993,0.13608977664239183,0.272297492696848,False
ENSG00000231110,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265789,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000267303,2.515056022020527,2.550186688437363,-0.03513066641683604,0.146766799523797,0.272297492696848,False
ENSG00000253949,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265697,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265694,0.11203388760775769,0.13230946170358887,-0.02027557409583118,0.13027670554732335,0.272297492696848,False
ENSG00000238185,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265691,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238189,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238192,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253829,0.6676639892727723,0.7133634137644067,-0.045699424491634444,0.1298909492057995,0.272297492696848,False
ENSG00000238195,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000230967,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000230921,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253811,0.14579886070248038,0.12583577845366073,0.019963082248819652,0.12466934290301496,0.272297492696848,False
ENSG00000253792,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000259142,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253782,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238210,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253768,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000267356,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265673,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000230920,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265725,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238156,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000259082,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231078,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231068,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273553,0.2076075918718027,0.24768049132774672,-0.04007289945594403,0.14953189887065998,0.272297492696848,False
ENSG00000259061,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231052,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265734,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000259067,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000073584,3.1000110177440803,3.120087323696375,-0.020076305952294593,0.1438009186929353,0.272297492696848,False
ENSG00000238102,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000238117,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000259076,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000259081,0.8908827872623848,0.8434472225755527,0.04743556468683208,0.13261511796436112,0.272297492696848,False
ENSG00000231004,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253888,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273570,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253887,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000230978,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000230975,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000253857,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273542,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000267250,0.9332254580464754,0.8883397833805685,0.04488567466590687,0.1443098254009816,0.272297492696848,False
ENSG00000254135,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237843,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231557,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258804,1.0316537841888322,1.0041197906095018,0.027533993579330396,0.12717950078306894,0.272297492696848,False
ENSG00000254445,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231529,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237563,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254434,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272230,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237611,0.6452937280157486,0.6898875411376848,-0.04459381312193622,0.15163143363317344,0.272297492696848,False
ENSG00000039987,0.8763373997890719,0.8264477470006424,0.049889652788429495,0.13509970237470698,0.272297492696848,False
ENSG00000258808,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273442,0.6161928500734991,0.6661949131477654,-0.050002063074266245,0.1259685100514496,0.272297492696848,False
ENSG00000231515,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273445,1.3319795155055802,1.3039481249967493,0.028031390508830967,0.14867573475575183,0.272297492696848,False
ENSG00000254394,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258817,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000267196,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265848,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231496,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237612,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272237,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265861,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237552,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237500,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237505,1.064436946008596,1.025374683772642,0.03906226223595399,0.13786319481632656,0.272297492696848,False
ENSG00000231646,0.3159084097750649,0.3642755026276766,-0.048367092852611704,0.14494103453090165,0.272297492696848,False
ENSG00000231630,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265902,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231620,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254530,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258773,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254516,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254514,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231607,1.856547781458976,1.841010862229386,0.015536919229589996,0.13184095121465858,0.272297492696848,False
ENSG00000231606,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265878,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254495,0.26415831118441635,0.2247908254860171,0.03936748569839926,0.13899356667652274,0.272297492696848,False
ENSG00000237532,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231597,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265873,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231575,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265872,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231495,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265847,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254365,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000267199,1.4082731402034896,1.4210145479229173,-0.012741407719427666,0.14685563395835488,0.272297492696848,False
ENSG00000267223,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272166,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258913,0.22299894650359695,0.26261719863851657,-0.039618252134919624,0.1535133726905076,0.272297492696848,False
ENSG00000231297,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231295,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254209,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237760,0.13859031550285517,0.12125828418640773,0.017332031316447435,0.14728533031294053,0.272297492696848,False
ENSG00000272162,0.20518347303446416,0.17140404955726973,0.033779423477194426,0.15341245257015582,0.272297492696848,False
ENSG00000258928,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000272160,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231266,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237775,1.418762574553394,1.4283564304290384,-0.00959385587564432,0.14848343005672843,0.272297492696848,False
ENSG00000254201,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254194,0.40433943538504985,0.35489138582846635,0.049448049556583495,0.1281258495093157,0.272297492696848,False
ENSG00000254172,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254164,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254160,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231253,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258945,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231334,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254542,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237728,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231364,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254347,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265846,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254334,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237664,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231460,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254321,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254319,0.43853857490801607,0.4890064900592098,-0.050467915151193754,0.13227051362607875,0.272297492696848,False
ENSG00000254290,0.37827228832825,0.3307801416174399,0.04749214671081009,0.13256617472070933,0.272297492696848,False
ENSG00000231428,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265831,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254271,0.6828358281430209,0.624194579580921,0.05864124856209996,0.12684213544508935,0.272297492696848,False
ENSG00000258874,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237707,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254249,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000254246,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000265829,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000231407,0.35963058118570335,0.3087367875269475,0.05089379365875585,0.1337986361057506,0.272297492696848,False
ENSG00000258888,0.36106723016145387,0.3141822749550453,0.04688495520640856,0.1304851978527081,0.272297492696848,False
ENSG00000254238,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000237716,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258117,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266180,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000258098,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233553,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000257062,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234917,0.8115007386648925,0.850760803525014,-0.03926006486012157,0.15032884419964912,0.272297492696848,False
ENSG00000234918,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233539,1.1182136430149485,1.1347428819723986,-0.016529238957450065,0.12514623855970583,0.272297492696848,False
ENSG00000234929,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234942,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234952,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000257056,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234953,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266461,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266738,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266740,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000235020,0.518655577317223,0.5709384283821104,-0.05228285106488739,0.12733460145844805,0.272297492696848,False
ENSG00000257124,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000256022,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233502,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000235032,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234977,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000256128,1.4622473381819077,1.4822355975739836,-0.019988259392075935,0.14393787503963426,0.272297492696848,False
ENSG00000257048,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000256137,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000257002,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000249153,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234777,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266478,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266704,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234791,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266711,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233714,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266712,0.2307232745715501,0.27494356514505397,-0.04422029057350388,0.13985282823748735,0.272297492696848,False
ENSG00000234796,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000257025,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000062485,3.7676346197410906,3.802667383785397,-0.03503276404430622,0.13378514124198423,0.272297492696848,False
ENSG00000233693,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234860,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233644,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233642,0.16684432458947088,0.1978216055603958,-0.03097728097092492,0.1388399895607332,0.272297492696848,False
ENSG00000257045,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000256149,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000257046,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233492,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000234775,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233482,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266449,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266426,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233363,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000235160,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000266782,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000273104,0.26100368609767377,0.2167885353336838,0.04421515076398996,0.126709832976299,0.272297492696848,False
ENSG00000255851,0.3744566890186068,0.32066478988379493,0.05379189913481186,0.13586815029303317,0.272297492696848,False
ENSG00000235198,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
ENSG00000233354,0.19167624296578525,0.1622316479116296,0.029444595054155642,0.12719049707270044,0.272297492696848,False
ENSG00000266780,0.1046034616935339,0.09912364601821602,0.005479815675317884,0.15418029975291628,0.272297492696848,False
